uid,whisper_transcripts,gt_transcripts
1d8a4684-da8d-40e4-b862-af81fc6c850c, This is...," sixes 
"
1934a0d2-1e6c-4c70-8b9f-7cd1c1926023," Yeah, you got that."," yeah you got that 
"
ff58ecf1-d6f1-4616-b8ce-6bac473bc394, ... ... ... ...," oh i have another fucking seven shit 
"
76b376f5-5213-4907-a9e0-a63430bfb0e2, One out.," one eight 
"
28f314aa-e11d-48b3-b897-2f0bd92943b7, Pfft! Pfft! Pfft! Pfft! Pfft!," seven psychology 
"
4ee187fc-6c2c-4f75-b1cb-4b3eac5b7c9a,," four nines 
"
31d31311-d12e-40fc-a36c-94975637c08e, For nines," four nines 
"
13fea8cd-4e69-4968-a03a-c0bb8184f718, Oh my god.," oh my god 
"
9a6324a4-2d31-42a7-b0ca-e45195a2e24f, I knew it was wrong.," i knew it was wrong 
"
6e368cdd-6df5-4a71-9c4c-cde86af7463e, Here comes me! One check," i know one ten 
"
3295458c-5048-4cf0-bc66-e632ac32dc08," Whew, thanp."," one jack 
"
f4d817e3-6747-42b9-8a8b-2e155809c9d1, full BS.," full bs 
"
76f041ad-554d-4280-8317-fa3a010c4ad2, Thanks for watching.," four queens 
"
8cb093c7-7e58-4e64-be5a-c16a910df030," So clearly, no, I can't change it."," do i want some queens no i don't one king 
"
a8bcb3a4-0944-444f-a68c-e928cce075f9, Nice!," one eighths 
"
49c24658-0cd9-48a9-8bcc-5e10d06a60e3, I'm rightfully cold!," rightfully called 
"
2a478c8d-97f5-4b04-b044-c8a2e4396141," One, two."," one two 
"
2fefe58e-2100-4d4e-9acb-5ee2e8141956, BOSS IT! Take that out!," bullshit pick that up 
"
dfcf791d-3e83-4fd7-94d8-88ae8efb849e, Just skip your time. Just skip your time. Just skip your time. One more.," just skip your turn just skip your turn just skip your turn one four 
"
bb9540d8-9f91-46fc-888c-c2bbced58ae3, Just skip me five. Just skip your turn. It's one more.," why skip my turn 
"
4217c55f-2e87-4f00-8547-50da5a8f922a, One for us.," one four 
"
53e31ede-d605-4a37-9b64-bd1e3b1e5498, BOSS IT!," bullshit 
"
685266c7-b089-4550-9884-4901aea66d02, rightfully cold.," rightfully called 
"
f03b649b-f16d-4d6b-a7ee-4cdd14ecfc4e, Three Fives.," three fives 
"
e02ddcfb-ad52-474f-9445-5de105a386b1," Three fives? Three five they go six. Well, six are your names."," three fives three fives i got six four sixes 
"
a866506b-10da-4c4e-9cdc-a01dd3edb86d, Help me?," how many 
"
e053504c-4a11-4ba4-b2b5-2be37ed6f5e2, Oh," two sixes 
"
313e1fc0-87e0-4c36-b410-73a870017eef," Oh, oh, I thought you said four."," oh oh oh i thought you said four 
"
24d2e9f9-9fe5-4a15-bf24-07b15a179a77, Woo!," you get a two how are you doing 
"
d65eddc5-6334-417c-aaa6-42abb1be5c41, Awesome.," one seven 
"
3a2dd434-33a0-498c-9947-df56e604dd61,," four 
"
fd09ab79-9e85-4e2d-a062-38a9a654c3a1, Bullshit.," bullshit 
"
e16551b2-1e95-4d47-a7ef-6b1ae7e00236, leave," fuck 
"
b77fff3d-c12d-417a-8003-802287ea4117, This is bullying at this point!," this is bullying at this point 
"
be9ee47d-7a20-4e11-8b8b-1a115f6844ea, Thanks for watching!," i'm gonna put down those eights 
"
33b83692-96da-4c45-9daa-a7e371246d8f, This is a lie.," this isn't a nine 
"
851a9a45-3d71-46df-8741-c505c16430dc, What's here?," one ten 
"
64045bdc-eea3-4884-bba7-53c389c8686e, sad his," what bullshit 
"
342f9c3d-cb41-4546-b332-48e5baf58d3b," Yes, yours is a D-Rat too!"," yes yours isn't even a ten 
"
9e1980f1-5866-4627-8ecb-d22a4c35d85b, Yes it is because he's had noise.," yes it is cuz he's had nines 
"
764d92db-eb26-4173-a8a2-89a205ac6e29," Yeah, no!"," he had nines 
"
3fe7f03a-05d0-436f-8836-0ca73d2a163b, vibration?," no i had seven 
"
ba371cba-f352-4692-b15a-b6393b700bf7," No, yeah, nines, bro. That's why I call bullshit. I had nice. For how you go to- Set up and go! Set up and go!"," no he had nines bro that's why i called bullshit i had nines so how shut up and go shut up and go 
"
6f1444a0-95f0-4bce-990d-3b16df19d5fd, Oh yeah.," oh yeah 
"
fedbd2b3-d2f2-49c5-b04f-598092ddfed4, Shut up and go!," right now either way pick it back up 
"
90920344-10c5-4cd2-af54-dacfa452fbb8, You right because I switched the damn car and trying to be sleek. Damn!," you right cuz i switched the damn card trying to be slick damn 
"
30312269-ef20-4173-ad5a-a06f1d270eb2, Or Jacks.," four jacks 
"
ed9f6679-ef40-479a-b6ac-afb3e26fe211, Awe.," i oughta 
"
118633d6-f15c-4f85-aeea-7a5dddd66bbe, Bye bye.," one queen 
"
3dea5269-b4eb-4ae8-b77e-78b2f1ae295f, Bullshit!," bullshit 
"
5ef9ae3a-6419-4060-ab26-95cd9904098f, HS," playing with me 
"
3bdc5c8b-f30e-457a-83e4-6b179f0a0cd0, hacker," bullshit four twos 
"
1c3df7a0-3f9d-4a3c-8f0b-b101adbb2ddc, What can you do?," one king shit 
"
c1a3b9cf-d9f0-495b-8561-757ab577b494, It's rice and Philippines.," four aces 
"
629ff729-aaee-4d0d-a652-43ce6c5a1c2f, I'm gonna have to go bullshit this time!," you're not gonna call bullshit this time 
"
bcad5589-b6ce-4f67-b42c-54b47638ca65," You know what, I really don't want to."," you know what i really don't want to 
"
22a3d110-3553-4e0e-8828-bc41e2ce0885," Man, fuck these threes, for threes!"," man fuck these threes four threes 
"
a7595b55-80d2-449a-857d-6cc014f7c75c, I really want to call," bullshit bullshit three fives 
"
23a9d088-c689-4e77-ae0a-d1dccfdcb7e5, Mm.," hmm 
"
ec3d72c9-e8de-46d3-b07e-afe85c0e25bc, I really want to call both children that but you're right.," i really wanna call bullshit on that but you're right 
"
047f8f29-fd0a-45a8-8023-9a9a10ce50a7," What do I got, sixes?"," what do i got sixes 
"
6b0aba99-396c-4f05-8855-94a7ab37de66," One, six!"," one six 
"
24c5c688-01f3-4426-922e-95e0ed82a972, All straight. Dippin' out.," bullshit pick that up 
"
fb3fdf8e-4e3f-4ba8-b457-bcfdabd27f9f, Evans," three sevens 
"
a1430842-9187-411e-ab28-d82f0ff74f06, We're doing this.," four eights 
"
552d86b4-2f11-4db5-aac2-6ff422ff4fe7, Moons?! Tryna.," i fucking hate you i i fucking hate you i fucking hate you 
"
6e0e5efd-9eb4-4724-a7c6-290ffb1043cd, Great!," four eights 
"
a930ee1d-b475-4ba9-a599-283189db262c, And then...," i know 
"
88a3d0b8-f4d1-4507-a98f-e74eda04c1fb, May one eye man fuck y'all," man one nine man fuck y'all 
"
b34c0622-2fb5-42b5-bf20-3bca1b65ae27, intense.," two tens 
"
91f35a97-eb8d-4d49-9a9c-2005351ea0be," Yeah, two chance, alright, that's cool, that's cool, you got it. You got a moment?"," she got two tens alright that's cool that's cool you got it you got it mama 
"
9aea79b7-52fa-4586-8309-075e8b76d853, HCYST," four jacks 
"
f16d3a9f-fef2-4d65-9dd3-455f9fed4a15, Man Man two queens man take them," man look man two queen's man take them 
"
33e858b6-da05-445d-8022-b89434243d2a, Thanks! Out!," three kings out 
"
c3a56cec-4f9c-494f-9608-5ddf75d64ffe, Four fucking four.," four fucking fours 
"
16d28297-690a-4266-a6a6-6a17f9d9ea15, judged," oh you're not gon call you're not gon call bs 
"
3b9295ac-1ef0-4604-ab04-7cb4127f35fc," I'm gonna, I'm gonna have a car book too."," i'm i'm i'm call bullshit on that
"
3370d4aa-9c2e-4b85-b665-b4c88fbef44e," Yeah, we got a planer."," yeah we got plans 
"
34b92bf6-ac6c-4397-8581-2f5ba48a608c, Have a time with it.," what time is it 
"
f8406a59-9463-4e9c-9258-712d1fb20f23, I'm gonna sing it to me.," i'm missing a tack 
"
e02bf7f2-b9fd-4bd0-a613-cfad25a74846, You're missing three times.," you're missing three toes 
"
fc5718c1-24ae-45df-a6d2-8ae235b244da, Got it.," got it 
"
a9bfbdfe-2751-4836-854d-0da51c46706a," Get it, get it, get it."," cut it cut it cut it cut it 
"
21246586-945f-402c-be16-531c06628f73," No, you don't have to cut it, that's why they like that."," no you don't have to cut it that's why i do it like that 
"
a0adbb3f-232d-4191-9a81-6af197903e53, That's weird.," that's weird 
"
f6749b53-34af-46cc-a36b-5aa615066b85," Yeah, if I don't want to cut it, I just... TAKA!"," yeah if i don't wanna cut it i just 
"
21f0a4de-3123-4ea2-b7d0-82632daeae70," It looks like there's two research, but it'll be-"," it looks like there's three sets maybe 
"
547ed23e-964c-4ace-a337-51da96f6e08b," Oh no, they're all one step."," the oh no there all one set 
"
18d762aa-0528-4404-a79b-2345301f2891, Thank you very much.," yeah they're all 
"
fe4e832a-1e55-4347-85ae-29de41256662," The shark comes right there, the yellow."," the um 
"
1e42a3ec-7025-47ca-8269-b0231ed3568d, loop.," no 
"
e3b4e5a5-d3d5-40dd-8d2a-a2f0c390eee9, How is my turn?," oh it's my turn 
"
3dcaae8a-1b9a-402e-85a1-ec5ccabe9948, Yup.," yup 
"
5dd30609-6533-488a-8b92-eaf3fac48b7c, Let's get it all crack and eat.," let's get it all cracked in here 
"
43d693fe-a83d-49a3-9cad-9fd8bdb59299, to Asen.," two aces 
"
14aaab66-51b1-45e0-9e13-187ec3d0ca8c, Oh shit.," bullshit 
"
bd4f326f-29b9-4c9d-9587-d1d7715f9ac5," Oh, I'm not moving. You see me moving?"," oh i'm not moving you see me moving 
"
2bedfd11-4171-4eb4-8daf-2b594dfa1d53, Give me one second after concluding this is a lot of diseases and less and it has many parts.," give me one second i pick up those aces i want those aces anyways i didn't have any thank you 
"
f150ec7d-dc56-4b4a-83d0-2c0583404373, Monsters," one two 
"
84ab6fc3-71b3-40fb-ad50-fde8b1189925, your judgment.," you're joking 
"
795059e7-c3f0-4360-bfab-8ac6a82886f1, Editor," one three 
"
036796c3-686f-40ad-b707-130b4aea2c85, Bullshit.," bullshit 
"
ff635325-5400-4396-90f0-3581bd1ef5b4, What?," what 
"
422927ed-ff90-4369-a17c-a4477901938b, I don't have to.," i don't have a three 
"
e3c4e006-0ff7-4adf-bdcf-c31da9bfc43a, I know damn why I'm not even here. Go forward.," do you have a three cos i know damn well i don't have any 
"
8c5b56f4-a270-45e0-82da-762b87565155, Time for it!," one four 
"
497726ac-425c-4a35-ad24-bb290434b615, Come on back.," one five 
"
54791857-6bc4-46a5-a038-cf0af6240a22, Two senses.," two sixes 
"
dfa4fac7-4974-4560-a4c6-ac609441a654, I really should organize too.," i really should organize these 
"
51c603d2-b9bd-46e3-8317-d9b0e09cd9a7," Absolutely, don't think."," that's what you 
"
66b63813-435d-4a6b-a86e-a59e206f40e3, October.," one seven 
"
644c0cdd-85bc-442e-a9bf-77143ce5a096, Ooh. I thought I jumped the gun.," i forgot i'm sorry i thought i jumped the gun 
"
f9330b5d-3490-41a2-9c95-668446b52bc4, Thank you.," two eight 
"
a9d3d6f1-690c-4636-ad8f-280201f23264, Oops.," bullshit 
"
bfff455f-998e-4300-90c4-1d6bd45f3730, Ha!," yup 
"
80eab8d0-a9ff-44ec-9778-3f35bf8020a1, WHAT?!," what 
"
27fe65fe-be97-47fd-93c2-e36cbc3c2415, Battle," i got them 
"
c8c83e48-7219-4c74-bcc5-c62fbe000128," One, two."," one ten 
"
2b2dd469-6b2b-4a7a-b030-96058d42472f," Oh, Jack."," one jack 
"
a51d4254-88e7-4394-a716-65bb941c4b8a, for you.," two queens 
"
f4106472-7c8f-462f-bd65-992c99d84f7a, Okay," one king 
"
d984a4b6-925a-4a29-a519-c4917aa302fe, Oops.," one ace 
"
c5119114-e087-4ec9-a722-654f89b04e91, This," one ace 
"
ab885309-8756-4b3f-a9da-e33a948aa6b5," Bullshit, pick that up. Bullshit, be the one."," one ace bullshit pick that up bullshit pick that up 
"
af83f581-707c-4ddc-ad12-831df9b3b84b, Dang!," damn 
"
a0851161-b1d0-4d8c-b873-c6d1a85abe74, Damn.," damn 
"
e30a0e81-c3ac-4975-8306-f8bea06b2d1d," One, three."," one three 
"
5482de99-409c-4f87-9e12-2d5d9476ca85, I'm getting byek," are you sure i'm kidding 
"
1d769cc3-e91d-467d-9c40-feaaf72a0ec8, Thank you for watching.," one four 
"
6047b047-ee83-4589-afec-117184cea897, Why do we do her like that?," why you have why you do her like that 
"
7e6ac302-871c-4b8c-873f-5fc0a8ba7d2e, Thank you!," cos i knew 
"
7ac7bdf6-073c-4714-a285-8830fcd6235a, Damn! Give her a chance!," damn give her a chance 
"
61dc248d-03bf-4e4b-ab79-d75ef1befd19, One four," one four 
"
68093075-097c-4143-8b43-b202f48dae80, Thank you.," bullshit pick that up no 
"
1468f90e-6d0c-48d1-bda9-afaca9047182," Like, start me now because I've been winning. You got to be serious. The fuck?"," are you targeting me now cos i've been winning the fuck 
"
24eb59ff-8ed6-4e34-bfd5-a526adaceab3, I don't care if it's the end of the video.," two fives yes 
"
4b61d9bd-17f6-4a50-9e4a-4c5d740edcec, You said too far?," you said two fives 
"
9e7aab8a-08bc-49e0-9858-2d5fa04dbb4b," No, no, it was too far until the cards."," no no one six card 
"
a2f17ad4-5b66-41ea-9302-d8afa3348510, Twenty-sevens.," three sevens 
"
a8b9ffe7-ddfa-42a9-a839-585ad3c6725f, Three sevens.," three sevens 
"
bcea471e-c373-4332-a599-3feaec5c94d6, Let's Newark!!," three eights 
"
d46112a7-a866-42c2-a4e7-568dd24be634, Why not?," one nine 
"
8748cbda-980c-4a70-ab38-63746612e705, We appreciate it.," go already 
"
f29ed299-567a-42cb-88aa-1ab79edeed0e, .. right now for the fun!," two ten 
"
adb17843-bee1-4611-8e92-e7bc41427bca, Two times?," two tens 
"
b0a07916-71f1-438d-804e-be23830e9674, I'm seeing people too gentle.," two jacks 
"
0c38c53d-8f02-4fcb-9658-f7b7f05ffb1e, To QWINGS!," two queens 
"
c781da30-91bd-4d02-8afb-833d8056de04, Okay.," three kings 
"
e9b78cc5-6570-4784-9af0-c81ecd0bc1e6, No way.," three kings 
"
fe415836-e698-4eb0-9627-eb3037d1ac78," Warning, sister!"," four aces 
"
dcee6539-720d-4bea-83d5-382df320a084, You know?," yeah 
"
7af1d5a8-49c8-475c-8a0e-c343c1b7bce0, Yeah? Yeah? Yeah? Yeah.," yeah yeah yeah 
"
913197d3-9103-4c2b-83b4-df44b1db6885, Yeah.," yeah 
"
caf53c0c-16eb-4c18-a1dd-77e5110ddbf7," Yeah, I want to. Yeah, you got that. Yeah."," yeah one two yeah you got that yeah 
"
5a3f8609-6e7e-402d-94cc-52ffcad4af01, Borsuit!," bullshit 
"
012d47ea-7adb-4f4a-b2f8-bc16e2030ba3, Or boys.," four fours 
"
08716c79-c224-4368-a059-975d9399ca66," Yeah, you got the-"," yeah you got
"
9a4191f6-c8a4-470a-948c-2e3fab5497cf, Love you all.," so 
"
86b4ab70-c093-4fe7-8136-0d7678144300," I think if you're already on the left side, it won't be more really."," it's not resting on this black pipeit's resting on this thing 
"
feb5c0a6-f1dc-4f79-bb88-9b7468174b9b, for a distant," so this have to 
"
5468e193-1b29-4bad-9db3-5dc2f83fcb38, Come on.," what 
"
6b8802f7-6c05-4705-9dcc-61ee9539dc65," It doesn't touch the board because it's a board jock the end, they've not already."," it doesn't have the cuz it's board dressing on this not on this 
"
1b155903-6e39-430b-82c4-8322f7b305e4, We only really need to do one side.," we only really need to do one side 
"
d04f4330-77cb-4a7a-865f-4b18bfd2a0f1, So we can...," sowe can 
"
52119572-c75d-43bd-a0c5-30e5b0754a3e," No, one side of these. They're basically just acting to hold it in place anyways. It's not really anchored down the list."," no one side of these they're basically just acting to hold it in place anyways it's not really anchored down the best 
"
a34f852b-38ac-4b13-9f48-f55a8f347977," Well, what we can do, what we're going to have to do, you know, bend one side of these."," but what we can do what we're gonna have to do is gonna bend one side of these 
"
15fce187-d470-4c17-8d9b-9d006ba018af, Thank you.," hmm 
"
ee58abff-21aa-4331-a6d8-ff197d87daa8, Take care.," okay 
"
96d160f5-f3e2-4ce6-8460-a505f67c1861, Thank you.," we're going to get that on there 
"
becf8f94-13c5-4c41-be10-5f9aa945113f, right ?," my plate 
"
a896d1f7-53f1-43fa-aaae-534e2d1f886a," Now, Pulley, well done."," oh give me hold that 
"
b2ed0add-9691-452a-926e-35626c7efca4, So...," so 
"
70feffb4-f86c-427c-86bf-b49066f6101f, That's not going to work because we can't get it in none. We'll have to bolt the inside one like that.," that's not going to work cuz we can't get it in then so we'll have to bolt the inside one like that 
"
77c78684-9362-43d4-908b-bb4813bc0d97, webp.," what 
"
f050bc6e-0fc5-4abf-99c2-fa182990ea69, What do you want me to do?," what do you want me to do 
"
9e9bf357-bce7-46b8-a084-fb3eeabe3b7c, You can cut it off. Hold this.," you can cut it off hold this 
"
8e8a01a0-270a-45c0-af0d-3685779daaf3, Expectations versus reality stuff.," expectationsversus reality steph 
"
551ae0b1-0372-4ce8-bf61-ca29dd109806, I'm not with pollution.," i'm coming up with solutions 
"
ed3da4fb-20ab-4fe1-9e36-e42fb55f0522, solution do you have?," what solution do you have 
"
c8a3ee8d-d14c-4877-9a3b-d4064918a1f8, It's so good to see.," i'm thinking of one 
"
a94a6ca4-fb80-42ce-a452-14e850cc95b6, Have a nice day.," you got solution yet 
"
de11ab31-4765-4b81-9389-9b1205acf03c, Nane fie main comp," yea 
"
8d1b89ed-53de-44d3-a87d-1def4a8216a4," I'm sure we can come up with something, yeah."," i'm sure we can come up with something yeah 
"
f4374e96-0147-4466-8b58-a2f060326d99, I already told you that.," i already told you that 
"
0c55b379-bc39-4208-bb59-7a3b099fae79," Well yeah, I just told you"," well yeah i just told you tooh god 
"
8eaca365-271a-4997-aad0-0be9265abd4c, I," okay 
"
3e6bae7c-b7b7-405c-ba82-abf2ba1d53a4, Put it down in time to make sure.," so did you wanna lower this down and test and make sure 
"
1d7ac3ee-fa99-4007-90c2-d4517c18eb65, Death is too high.," steph it's too high 
"
624726ad-053d-4ac3-a72c-408f6e44f748, but you aren't saying it.," that's the line 
"
fd9906ab-c778-4bfa-ba9d-ffb728780db6, The computer. You can just tell by looking at it.," the computer you can just tell by looking at it 
"
0e4ae9e1-640b-45d1-90b2-17b4e941322d, missed," glass is gonna lift for this 
"
d10ed9a7-da0c-4451-9241-ae504def0b8c, but I didn't want it to.," but i didn't want it to 
"
f5041a98-0cde-452d-ab5d-71a6c37f0c3e, That wasn't the plan.," that wasn't the plan 
"
0f8d1c9f-e06d-4b3a-ae01-010b7a2e9899, We talked about this.," we talked about this 
"
c14c44c8-0275-4317-8807-afbd8bcf8050," We did, but..."," i know we did but 
"
e6596844-41ba-4c76-8c20-4648fd16fc72, I don't know what you want me to tell you.," i don't know what you want me to tell you 
"
77e97421-7c25-4177-8972-4dec4cc8a1f3, It's supposed to bolt to the underside.," it's supposed to bolt to the underside 
"
ed7af408-b84a-4c02-82a4-85fcab3fc62a, What are you doing?," what are you doing 
"
cee16155-945a-4284-a9ef-c96ceeb3d5a0," If it's going down, then it's going to go from."," if it's going down there then it's gonna be in the front 
"
ae64a93d-65e9-4208-bf5a-db97b1b14bad, That bottom shelf is now completely dedicated to computer.," that bottom shelf is now a completely dedicated to computer 
"
91470443-883e-425b-b6a2-ff3cad6ea988," Look, I do want"," ho ho you why 
"
2273e53c-9fbc-4f7e-b206-fe9db8a9eb17, Think it through.," think it through 
"
0d9ba9ab-5a19-4c74-84de-6d67bf856380, That thing is through.," steph think it through 
"
69353685-7989-49aa-a669-8f785a143e47," What was it called right here? Push stuff up against it, you can feel active with it, you don't need to act as a bottom part, do you?"," you can access the top part with the plugs right here you don't have to push stuff up against it you can still access it you don't need to access this bottom part do you 
"
85c97898-90a1-446c-8cab-bb540bb766a5," Yeah, but then you're still putting stuff in front of it."," yeah but then you're still putting stuff in front of it 
"
bacc7596-655f-4454-b49d-74485b40ea8d, Right?," right 
"
072f915a-a807-427b-ace0-e6a1761539b0," Maybe like a couple little things right here, but there's plenty of room."," maybe like a couple of little things right here but there's plenty of room 
"
7cd3890f-ff3e-44ce-a263-8dc89f8c9013, put everything on and see how it works.," put everything on and see how it works 
"
83664cce-3e08-4012-ad11-7ea68b2b08a9, Bye bye.," plenty of room 
"
d860fd70-8650-4697-accd-d7e661dab141," Okay, now how am I gonna get to it?"," okay now how am i gonna get to it 
"
2d669024-bba6-417e-ac71-bf1776a9a683," You're telling me I gotta reach all the way in through here to get to anything and then if I want to get to this I have to be No, that's not happening"," you're telling me i gotta reach all the way in through here to get to anything and then if i wanna get to this i have to do no that's not happening 
"
117acae5-c79f-4bad-ba98-99416fd14115, No.," you can just come to the side 
"
2bf974de-e7a3-4fb6-b5c2-9699410d04e7, Nope.," nope 
"
29e1b969-5f36-4005-9c00-a01dae70119e," There's ease of use and functionality and then aesthetics, and you're prioritizing the least important thing out of the two arguably more important things."," there's ease of use and functionality and then aesthetics and you're prioritizing the least important thing out of the two arguably more important things 
"
23687d97-7c46-471c-940d-55f847c3123a, one more.," one more 
"
82885bd9-56ec-4c71-ad70-a7625e4bd9f1, Bookings.," two kings 
"
51d25141-55ae-4cb3-ac85-9879f3e71d25,," demons 
"
b8fc47b7-3f9a-4f64-9e60-2d4e6ea03d5c, One more.," one more 
"
c0e50dfd-b434-40e3-9e47-45cb339115cf, or Teddy," oh thirty 
"
880ae236-d708-4d28-948e-a61a77518b56, on," one more 
"
aa768b16-9a39-42cd-bb0a-11e54dd068bc, Another one.," another one 
"
d55c459c-b47b-49d1-969e-64132f1714a9, Oh man!," oh man 
"
340826c1-967f-4b0b-a4e2-a7501498edf0, man," the second time also needed 
"
c0e76811-bdb0-4caf-bccc-feea248765a6, ETRAT pulse," two jacks 
"
c6f0bd72-86c9-4471-9e53-55bb45d93ab9, Poe kind," two jacks 
"
1b8bf57a-f566-4b0b-9756-3bf4030ddef0, WPA tamam crab dump kit‪ censorship aliens Skies Carbon showcases," one more 
"
6bdbfbe3-80e1-4163-a7ed-fb97eddcdfc4, one.," one 
"
963848d0-f7bb-4316-831d-86403fb6d227, Come on.," one 
"
66abf18f-514b-4f6a-b03f-3e05031a351b,," one 
"
b635f2b5-a82c-411f-b24d-ef29a6659a50, Bye!," one more 
"
9d5172e3-c7b2-41ff-b1d3-7dc99a87d440, Same thing.," same thing 
"
e09863c2-b742-4cd2-bca9-f7248d0b81d4, Let us start now.," let us start now 
"
0372575b-becc-4b04-9f86-a7995bb73a4b, I know what I have.," i know what i have 
"
08c5c1ec-c865-439b-9c6b-45a6e97ab16b, four nines.," four nines 
"
a99e045c-1ed6-4a08-af6c-2dd9dab00f2a, It's okay. I will not call because I want to get rid of my card.," it's okay i will not call because i want to get rid of my cards 
"
aad537ac-74d2-4387-8c9a-3e38300e0517," Like mattered below,"," four nine 
"
44813e74-bbe5-4241-af5a-858c908adddd, strIK cannons last time," last time 
"
eb15e54a-85a9-41fd-89ba-cf942e5af49f, You," one 
"
45d0eb25-e52b-46db-a2a1-f3ed444fada1, .," four 
"
6789cd7c-fa96-4a3e-8c65-1247c1babd0f, mode.," more 
"
337ea729-2ee1-4baf-8609-255edd9fc64a, for more.," four more 
"
eede49c0-fc5e-447e-805d-42f70a7baedf," That's not correct. That's just the right way, Your mind."," four nine 
"
b02eaac4-3401-4392-b1b3-af80bda7a720, Happy Halloween!," seven three four nine two
"
b517eca7-c61e-470a-8c74-ad231bb5ba0c, which will help in the lives of video.," which will help in analyze the video 
"
27372d37-a507-4b8a-99cf-74f091560549, Actually I like the idea of asking people to play this game. You look at the particular cards.," actually i like the idea of asking people to play this game you look at the particular cards 
"
740b5d72-62ea-4061-a542-bb7dfe16f20b, and what you look at and what you see.," and what you look at and what you see 
"
da58fd1f-3a6c-48a0-aefe-fa94186612c5, are different things so it kind of like," are different things so it kind of like 
"
994e3060-c730-46ae-9633-e57b9d04ff03," It's a good idea for people, for asking people of the game. But I'm not sure if you have any idea."," it's a good idea for people to play this game but unfortunately 
"
a012368c-2ab9-4ab5-8e45-13fdd6399e1b," So, you will have to, I mean I will explain, but just look at it so that that gets captured and."," so you'll have to i mean i'll explain but just look at it so that gets captured and 
"
cffe4b1c-ad5a-4ede-bb7a-453299651ab3, whatever processing they want to do they can do.," and uh whatever the processing they want to do they can do 
"
076c4454-45b7-4d50-ab72-e8c63119fb0b," Pelleic Decry killing, whether it's easier, it is simpler."," so that it's easier it is simpler 
"
4b9a5ad4-0fb0-4016-9364-ebc7d30becd7, it's," 'cause it's 
"
c9f55d86-5083-404d-ae6f-b0fe416ed4ad, This also tracks the pupil records the audio.," so this also tracks the pupil records audio 
"
b8f00f35-b962-4cad-8fa4-d4af41c1ebeb, and the video.," and the 
"
6aed05cd-816c-4542-b128-1f205d6f22cd, We call it Bluff in India.," we call it bluff in india 
"
273f6847-2c3c-44b4-8fb8-1e636d3cf6eb," Bluff, have you played Bluff before?"," bluff have you played bluff before 
"
95ada88e-db0c-44eb-a235-61bccb2fdeb4, Take.," take 
"
90325d86-b691-4617-a513-fd8436e81014, I can explain it.," i can explain it 
"
a399b0e5-1b9d-4270-b156-cd9d00f95af9, store!," so 
"
d6f99bd9-e9c7-41cd-8dfb-86b66871fc7e, Basically everyone will get equal number of cards.," basically everyone will get equal number of cards 
"
2982734a-362e-412e-9580-8f8f9aee1391, and the goal is to finish all the cards in your hand.," and um the goal is to finish all the cards in your hands 
"
1fb35834-f217-413d-996e-dd16fbb70025, and," and um 
"
db350fe6-b481-4b6b-9702-a84fcc7b3629, the way you get rid of cards.," the way you get rid of cards 
"
dbaf40a3-1af2-4f83-8520-49e4bf72ca2e, is by leasing them.," is by placing them 
"
b9890217-6a9c-4790-b7e7-dd147c396f4c, troop," face down 
"
b44f463d-57b1-45a1-8872-ff5d2bc3b5f5, That was the Battle ofurbha," call out 
"
b6335079-b4e0-47a0-ae26-aeebe29f0441, or a King Neda.," or 
"
1378c63d-6bbb-4e4a-8868-20246f45bdb2," Alright mate. See you later, bye Rfu."," india 
"
7668f48f-21e3-4abe-8f84-0e89690fd7ae, this measures," point 
"
cbfba146-d2b6-4343-85ec-839a15eeb838, You can just say pass.," you can just say pass pass all cards remain in someone's hand 
"
f08e023f-3d18-4243-8c17-26161d255030, Bye.," uh 
"
a893835f-4d1d-4892-8073-2f5b06cb7f34, I will mix two decks.," i'll mix two decks 
"
91807a91-ddf9-46c5-ac47-6f46a32b0d3a, to make it interesting.," to make it interesting 
"
1b00cb55-a1c6-4081-b5cb-381bcf5b4ec8, thank you for saving the points," you'll know what's going 
"
c04646ba-f594-4940-9f4e-85e3cbff2725," Hi, and you'll go on for anything."," uh and joker counts for anything 
"
f574834f-3326-4a19-b26e-e7444c0ddec5, Okay.," okay 
"
3eb5d974-7ad0-4dba-bbfc-8dfba7e9e3f7, So if I place two kings.," so if i place two kings 
"
da1e4c89-f5b0-4376-a5b0-76369c8237e3, but they are two jokers then joker can count as anything they are wild guard," but there two jokers then jokers can counter anything they are they are wild card 
"
0034addb-8421-42af-a4c1-aa36a83aae49, know what stuff to always question like That," so and oh she thought she said like 
"
6ba1d842-5f94-40aa-acb5-b05e5be809dd," Sorry, I didn't have to worry about this. Now this becomes very interesting because there are two decks here. And so eight cards of each type."," now this becomes very interesting because there are two decks here and so eight cards of each type 
"
aaf690c6-2ee2-495f-98cd-07d1a7601196, So...," so 
"
7c7a53a6-48d5-4997-85e2-f3f0f6ad60b9, it's harder than the regular game. And should we keep that passing waller rule?," it's harder than the regular game and should we keep that passing a rule 
"
97f41c8a-4c20-454d-9bfc-80116f538974, Thanks for watching!," one game passing the second 
"
c6e9638e-cd78-4ec0-a8d9-ccf11722063c, Once againz I just give this view.," passing passing rule 
"
606e7733-161e-4661-bfc6-9fbec5b84eee, What? Kisco. Kisco.," phone 
"
f4f9a216-b96d-496a-9f4a-a6fc9af818dd, point.," what 
"
